well,LAT_PALEO,EAR_EOC_YP,EAR_EOC_MY,EAR_EOC_LY,MID_EOC,LAT_EOC,EAR_OLIG,LAT_OLIG,EAR_MIOC,MID_MIOC,EAR_PLIOC,MID_QUART
Well5533,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5534,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5535,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5536,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5537,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5538,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5539,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5540,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5541,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5542,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5543,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5544,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5545,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5546,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5547,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5548,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5549,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5550,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5551,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5552,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5553,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5554,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5555,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5556,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5557,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5558,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5559,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5560,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5561,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5562,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5563,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5564,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5565,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5566,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5567,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5568,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5569,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5570,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5571,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5572,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5573,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5574,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5575,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5576,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5577,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5578,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5579,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5580,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5581,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5582,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5583,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5584,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5585,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5586,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5587,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5588,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5589,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5590,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5591,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5592,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5593,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5594,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5595,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5596,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5597,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5598,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5599,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5600,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5601,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5602,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5603,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5604,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5605,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5606,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5607,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5608,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5609,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5610,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5611,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5612,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5613,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5614,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5615,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5616,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5617,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5618,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5619,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5620,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5621,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5622,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5623,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5624,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5625,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5626,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5627,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5628,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5629,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5630,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5631,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5632,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5633,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5634,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5635,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5636,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5637,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5638,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5639,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5640,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5641,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5642,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5643,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5644,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5645,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5646,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5647,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5648,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5649,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5650,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5651,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5652,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5653,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5654,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5655,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5656,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5657,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5658,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5659,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5660,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5661,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5662,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5663,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5664,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5665,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5666,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5667,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5668,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5669,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5670,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5671,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5672,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5673,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5674,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5675,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5676,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
Well5677,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,marine,terrestrial
